_id,name,name_de,name_fr,name_es,name_it,name_jp,type,sub_type,rarity,carry_capacity,buy,sell,description,icon_name,armor_dupe_name_fix
6572,Paraflick Axe,Paraklappaxt,Serpache paralysante,Hacha auxiliagolpes,Ascia sguizzo,パラフリックアックス,Weapon,Switch Axe,6,0,,,,,
6573,Paracrux Axe,Parakrux-Axt,Hache paracrux,Hacha crucial,Ascia Paracrux,パラクラックアックス,Weapon,Switch Axe,8,0,,,,,
6574,Basilisk,Basilisk,Basilisque,Basilisco,Basilisco,バジリスク,Weapon,Switch Axe,9,0,,,,,
6575,Cryoseism,Kryobeben,Cryoséisme,Crioseísmo,Criossismo,クライシズム,Weapon,Switch Axe,8,0,,,,,
6576,Illuyanka,Illuyanka,Illuyanka,Illuyanka,Illuyanka,イルルヤンカシュ,Weapon,Switch Axe,9,0,,,,,
6577,Grim Cat,Grimmsekatze,Chat sinistre,Gato siniestro,Gatto tetro,グリムキャット,Weapon,Switch Axe,2,0,,,,,
6578,Grimmig Katze,Grimmige Katze,Grimmig Katze,Grimmig Katze,Gatto funesto,シュレムカッツェ,Weapon,Switch Axe,5,0,,,,,
6579,Rupture,Zerberster,Rupture,Quebradura,Crepaccio,布都剣斧,Weapon,Switch Axe,4,0,,,,,
6580,Izanagi,Izanagi,Izanagi,Izanagi,Izanagi,豪剣斧【伊邪那岐】,Weapon,Switch Axe,7,0,,,,,
6581,Futara,Futara,Futara,Futara,Futara,二荒剣斧,Weapon,Switch Axe,9,0,,,,,
6582,Yamatsumi,Yamatsumi,Yamatsumi,Yamatsumi,Yamatsumi,豪峻剣斧【山津見】,Weapon,Switch Axe,10,0,,,,,
6583,Peal,Geläut,Hache du tonnerre,Zas,Eco,雷斧,Weapon,Switch Axe,4,0,,,,,
6584,Kirin Thunderpeal,Kirin-Donnergeläut,Foudre Kirin,Zas atronador Kirin,Eco di tuono Kirin,断雷斧キリン,Weapon,Switch Axe,7,0,,,,,
6585,Kirin Thunderpeal+,Kirin-Donnergeläut+,Foudre Kirin +,Zas atronador Kirin+,Eco di tuono Kirin+,断雷斧キリン改,Weapon,Switch Axe,8,0,,,,,
6586,Archbeast Kirin,Erzbestie-Kirin,Kirin titan,Archibestia Kirin,Kirin arcibelva,雷公宝斧キリン,Weapon,Switch Axe,10,0,,,,,
6587,Rough Edge,Derbe Schneide,Lame rugueuse,Filo grueso,Bordo grezzo,ディーエッジ,Weapon,Switch Axe,4,0,,,,,
6588,Soulbreaker,Seelenbrecher,Briseur d'âme,Rompealmas,Spezza anime,ソルブレイカー,Weapon,Switch Axe,5,0,,,,,
6589,Soulcrusher,Seelenzerschmetterer,Broyeur d'âme,Aplastaalmas,Devastatrice d'anime,ソルクラッシャー,Weapon,Switch Axe,8,0,,,,,
6590,Helios Crusher,Helios-Brecher,Broyeur Hélios,Aplastadora Helios,Distruttore Helios,ヘリオスクラッシャー,Weapon,Switch Axe,8,0,,,,,
6591,Tyrannos,Tyrannos,Tyrannos,Tyrannos,Tyrannos,テュランノス,Weapon,Switch Axe,4,0,,,,,
6592,Terror Tyrannos,Schreckens-Tyrannos,Terreur Tyrannos,Terror Tyrannos,Tyrannos terribile,テラーテュランノス,Weapon,Switch Axe,6,0,,,,,
6593,Saligia Vileaxe,Saligia-Hassaxt,Hache infâme Saligia,Hacha vil de Saligia,Ascia del peccato,業斧グラバリタ,Weapon,Switch Axe,7,0,,,,,
6594,"Doomaxe ""Downpour""","Unheilsaxt ""Guss""","Sorthache ""Mousson""",Diluvio maldito,Fatascia Scroscio,滅斧ダークライド,Weapon,Switch Axe,10,0,,,,,
6595,Aksa Switch,Aksa-Wandlung,Aldébaran,Hacha de Aksa,Spad-ascia Aksa,アクサアルダバラン,Weapon,Switch Axe,6,0,,,,,
6596,Aksa Switch+,Aksa-Wandlung+,Aldébaran +,Hacha de Aksa+,Spad-ascia Aksa+,アクサアルダバラン改,Weapon,Switch Axe,7,0,,,,,
6597,Seditious Axe,Aufruhr-Axt,Hache séditieuse,Hacha insurrecta,Ascia sediziosa,叛逆の伐斧,Weapon,Switch Axe,9,0,,,,,
6598,Baraq Sedition,Baraq-Aufruhr,Sédition Baraq,Rebelión de Baraq,Sedizione Baraq,叛逆斧バラクレギオン,Weapon,Switch Axe,10,0,,,,,
6599,Keenscale Phalanx,Mutschuppen-Phalanx,Phalange d'écailles,Falange de escamas,Falange squamata,鋭鱗を連ねし斧,Weapon,Switch Axe,6,0,,,,,
6600,The Exuberant Bite,Übermäßiger Biss,La Morsure Énergique,Bocado exuberante,Morso esuberante,抜山蓋世の乱刃ガゲキ,Weapon,Switch Axe,7,0,,,,,
6601,Oda the Conqueror,Oda der Eroberer,Oda la Conquérante,Conquistador Oda,Oda il Conquistatore,乱世王テンマガゲキ,Weapon,Switch Axe,9,0,,,,,
6602,Dalamadur Axe,Dalamadur-Axt,Hache Dalamadur,Hacha Dalamadur,Ascia Dalamadur,帝剣斧ダラウイッシュ,Weapon,Switch Axe,10,0,,,,,
6603,Praying Dalamadur,Betender Dalamadur,Dalamadur orant,Rezo de Dalamadur,Dalamadur implorante,蛇剣斧オプタマデュラ,Weapon,Switch Axe,10,0,,,,,
6604,Kirin Thunderbolt,Kirin-Donnerkeil,Fulgurance Kirin,Zas relámpago Kirin,Rombo di tuono Kirin,降雹斧キリン,Weapon,Switch Axe,7,0,,,,,
6605,Bitterbeast Kirin,Bitterbestie-Kirin,Kirin âcre,Bestiamarga Kirin,Kirin malibelva,雹刃宝斧キリン,Weapon,Switch Axe,10,0,,,,,
6606,Akantor Switch Axe,Akantor-Morph-Axt,Morpho-hache Akantor,Hacha espada Akantor,Spad-ascia Akantor,覇剣斧ムルカムトルム,Weapon,Switch Axe,7,0,,,,,
6607,Akantor Divider,Akantor-Teiler,Diviseur Akantor,Divisor de Akantor,Partitore Akantor,覇斬斧クーネムルカム,Weapon,Switch Axe,10,0,,,,,
6608,Great Inceadeus,Großer Inceadeus,Grand Inceadeus,Gran Inceadeus,Gran Inceadeus,グレートナバルタスク,Weapon,Switch Axe,7,0,,,,,
6609,Ceadeed Axe,Ceatat-Axt,Rage de Ceadeus,Hacha de hazañas,Ascia dell'impresa,海王斧ナバルディード,Weapon,Switch Axe,10,0,,,,,
6610,Fatalis's End,SchwarzerDrachenTod,Fin du dragon noir,Fin del dragón negro,Fine del drago nero,黒龍剣斧,Weapon,Switch Axe,7,0,,,,,
6611,True Fatalis's End,Echtes Fatalis-Ende,Vrai final Fatalis,Fin real dragón neg.,Fine drago ebano,真・黒龍剣斧,Weapon,Switch Axe,10,0,,,,,
6612,Ruiner's Bane,SchwarzrDrachenFluch,Fléau du dragon noir,Perdición del dragón,Sventura drago nero,黒滅龍剣斧,Weapon,Switch Axe,7,0,,,,,
6613,True Ruiner's Bane,Echter Ruinfluch,Vrai fléau destruc.,Perdición real drag.,Sventura drago ebano,真・黒滅龍剣斧,Weapon,Switch Axe,10,0,,,,,
6614,Frevel/Sursis,Frevel u. Begnadigung,Vol et Offrande,Frevel/Indulto,Frevel-Sursis,クライムorグラント,Weapon,Switch Axe,9,0,,,,,
6615,Eldaora's Farasa,Eldaoras Farasa,Farasa Eldaora,Farasa de Eldaora,Farasa Eldaora,パルザ＝エルダオル,Weapon,Switch Axe,10,0,,,,,
6616,Punishable Sin,Strafbare Sünde,Péché mortel,Pecado castigable,Peccato perseguibile,裁かれし罪,Weapon,Switch Axe,10,0,,,,,
6617,Wicked Conqueror,Ruchloser Eroberer,Conquérant abject,Conquistadora ruin,Empio conquistatore,邪執のコンキスタ,Weapon,Switch Axe,10,0,,,,,
6618,Fatalis Force,Fatalis-Kraft,Force Fatalis,Fuerza de Fatalis,Forza Fatalis,ミラアンセスフォース,Weapon,Switch Axe,10,0,,,,,
6619,Worn Switch Axe,Benutzte Morph-Axt,Morpho-hache usée,Hacha espada gastada,Spad-ascia consunta,凄く風化した剣斧,Weapon,Switch Axe,5,0,,,,,
6620,Weathered Switch Axe,Verwitterte MorphAxt,Morpho-hache effritée,Hacha espada vieja,Spad-ascia erosa,風化した剣斧,Weapon,Switch Axe,5,0,,,,,
6621,Mundus Altus,Mundus Altus,Altus Mundus,Mundus Altus,Mundus Altus,アルトエレガン,Weapon,Switch Axe,6,0,,,,,
6622,Mundus Altus+,Mundus Altus+,Altus Mundus +,Mundus Altus+,Mundus Altus+,アルトエレガン改,Weapon,Switch Axe,8,0,,,,,
6623,Mundus Regius,Mundus Regius,Altus Rex,Mundus Regius,Mundus Regius,アルトロイヤル,Weapon,Switch Axe,9,0,,,,,
6624,Teostra's Arx,Teostras Arx,Hache Teostra,Arx de Teostra,Arx Teostra,テオ＝アルクス,Weapon,Switch Axe,7,0,,,,,
6625,Teostra's Castle,Teostras Schloss,Forteresse Teostra,Castillo de Teostra,Castello Teostra,テオ＝キャッスル,Weapon,Switch Axe,10,0,,,,,
6626,Daora's Farasa,Daoras Farasa,Farasa Daora,Farasa de Daora,Farasa Daora,パルザ＝ダオラ,Weapon,Switch Axe,7,0,,,,,
6627,Daora's Janah,Daoras Janah,Janah Daora,Janah de Daora,Janah Daora,ジャナフ＝ダオラ,Weapon,Switch Axe,10,0,,,,,
6628,海賊Ｊアックス,海賊Ｊアックス,海賊Ｊアックス,海賊Ｊアックス,海賊Ｊアックス,海賊Ｊアックス,Weapon,Switch Axe,3,0,,,,,
6629,大海賊Ｊアックス,大海賊Ｊアックス,大海賊Ｊアックス,大海賊Ｊアックス,大海賊Ｊアックス,大海賊Ｊアックス,Weapon,Switch Axe,6,0,,,,,
6630,スラッシュフォックス,スラッシュフォックス,スラッシュフォックス,スラッシュフォックス,スラッシュフォックス,スラッシュフォックス,Weapon,Switch Axe,4,0,,,,,
6631,特報隊専用斧【仙狐】,特報隊専用斧【仙狐】,特報隊専用斧【仙狐】,特報隊専用斧【仙狐】,特報隊専用斧【仙狐】,特報隊専用斧【仙狐】,Weapon,Switch Axe,6,0,,,,,
6632,EX Rupture,EX Zerberster,Rupture EX,Quebradura EX,Crepaccio EX,EX布都剣斧,Weapon,Switch Axe,4,0,,,,,
6633,EX Izanagi,EX Izanagi,Izanagi EX,Izanagi EX,Izanagi EX,EX豪剣斧【伊邪那岐】,Weapon,Switch Axe,7,0,,,,,
6634,Elite Blade,Elite Blade,Elite Blade,Filo de élite,Lama d'élite,精鋭討伐隊盾斧,Weapon,Charge Blade,1,0,,,,,
6635,Elite Blade+,Elite Blade+,Elite Blade+,Filo de élite+,Lama d'élite+,精鋭討伐隊盾斧改,Weapon,Charge Blade,1,0,,,,,
6636,Defender's Blade,Defender's Blade,Defender's Blade,Filo del defensor,Lama del difensore,近衛隊専用盾斧,Weapon,Charge Blade,2,0,,,,,
6637,Kaiser Blade,Kaiser Blade,Kaiser Blade,Filo de Káiser,Lama Kaiser,カイゼルベアラー,Weapon,Charge Blade,2,0,,,,,
6638,Blackguard,Blackguard,Blackguard,Tunante,Neroguardia,ブラックガード,Weapon,Charge Blade,4,0,,,,,
6639,Full Blackguard,Full Blackguard,Full Blackguard,Tunante completo,Neroguardia completa,ブラックフルガード,Weapon,Charge Blade,5,0,,,,,
6640,Full Blackguard+,Full Blackguard+,Full Blackguard+,Tunante completo+,Neroguardia completa+,ブラックフルガード改,Weapon,Charge Blade,8,0,,,,,
6641,Schwarzschild,Schwarzschild Final,Schwarzschild Final,Schwarzschild,Schwarzschild,シュヴァルツスクード,Weapon,Charge Blade,9,0,,,,,
6642,Sentinel Blade,Sentinel Blade,Sentinel Blade,Filo de centinela,Lama sentinella,衛士隊正式盾斧,Weapon,Charge Blade,5,0,,,,,
6643,Sentinel Blade+,Sentinel Blade+,Sentinel Blade+,Filo de centinela+,Lama sentinella+,衛士隊正式盾斧改,Weapon,Charge Blade,6,0,,,,,
6644,Noblest of Lieges,Noblest of Lieges,Noblest of Lieges,Señor de señores,Nobiltà feudale,ノブレスオブリージュ,Weapon,Charge Blade,7,0,,,,,
6645,K. Captain's Blade,K. Captain's Blade,K. Captain's Blade,Filo de capitán K.,Lama cap. cavaliere,騎士団隊証盾斧,Weapon,Charge Blade,8,0,,,,,
6646,Die Walküre,Die Walküre Final,Die Walküre Final,Die Walküre,Die Walküre,ディヴァルキューレ,Weapon,Charge Blade,9,0,,,,,
6647,Dear Lutemis,Dear Lutemis,Dear Lutemis,Caro Lutemis,Lutemis sincera,ディア＝ルテミス,Weapon,Charge Blade,2,0,,,,,
6648,Dear Lutemia,Dear Lutemia,Dear Lutemia,Caro Lutemia,Lutemia sincera,ディア＝ルテミア,Weapon,Charge Blade,3,0,,,,,
6649,Dear Hecatel,Dear Hecatel,Dear Hecatel,Cara Hecatel,Hecatel sincera,ディア＝ヘカテル,Weapon,Charge Blade,5,0,,,,,
6650,Dear Hecatelia,Dear Hecatelia,Dear Hecatelia,Cara Hecatelia,Hecatelia sincera,ディア＝ヘカテリア,Weapon,Charge Blade,6,0,,,,,
6651,Dear Rose,Dear Rose,Dear Rose,Rosa querida,Rosa amata,ディア＝ロゼ,Weapon,Charge Blade,8,0,,,,,
6652,Dear Rosetta,Dear Rosetta,Dear Rosetta,Querida Rosetta,Rosetta amata,ディア＝ロゼッタ,Weapon,Charge Blade,9,0,,,,,
6653,Luna Eostre,Luna Eostre Final,Luna Eostre Final,Luna Eostre,Luna Eostre,ルナ＝エストオレ,Weapon,Charge Blade,10,0,,,,,
6654,Azure Swallow,Azure Swallow,Azure Swallow,Golondrina celeste,Rondine azzurra,桜剣蒼盾【燕】,Weapon,Charge Blade,9,0,,,,,
6655,Azure Skylark,Azure Skylark Final,Azure Skylark Final,Alondra celeste,Allodola azzurra,桜剣蒼盾【雲雀】,Weapon,Charge Blade,9,0,,,,,
6656,Axelion Blade,Axelion Blade,Axelion Blade,Filo de Hachelion,Lama Axelion,炎斧アクセリオン,Weapon,Charge Blade,3,0,,,,,
6657,Halberion Blade,Halberion Blade,Halberion Blade,Filo de Alaberion,Lama Halberion,焔斧ハルバリオン,Weapon,Charge Blade,5,0,,,,,
6658,Bardichion Blade,Bardichion Blade,Bardichion Blade,Filo de Bardichion,Lama Bardichion,紅蓮斧ユニオリオン,Weapon,Charge Blade,6,0,,,,,
6659,Hellsire Blade,Hellsire Blade,Hellsire Blade,Filo del padre ígneo,Lama suprinferno,業火斧ヘルメスレイ,Weapon,Charge Blade,6,0,,,,,
6660,Hellspawn Blade,Hellspawn Blade,Hellspawn Blade,Filo de hijo ígneo,Lama subinferno,烈日斧ヘルメスイクサ,Weapon,Charge Blade,7,0,,,,,
6661,Rathflame Ubernova,Rathflame Ubernova,Rathflame Ubernova,Supernova ígnea,Ubernova fiamma Rath,煌炎斧ヘルメスノヴァ,Weapon,Charge Blade,9,0,,,,,
6662,Blossomauler,Blossomauler,Blossomauler,Machacaflores,Mazza bocciolo,繚乱の盾斧,Weapon,Charge Blade,10,0,,,,,
6663,Propensity,Propensity Final,Propensity Final,Propensión,Propensione,金華朧銀の盾斧,Weapon,Charge Blade,10,0,,,,,
6664,Guardsqual,Guardsqual,Guardsqual,Guarda escuala,Guardiasqualo,シールドスクアーロ,Weapon,Charge Blade,2,0,,,,,
6665,Guardsqual+,Guardsqual+,Guardsqual+,Guarda escuala+,Guardiasqualo+,シールドスクアーロ改,Weapon,Charge Blade,3,0,,,,,
6666,Squaliarma,Squaliarma,Squaliarma,Arma escuala,Squaliarma,スクアリーアルマ,Weapon,Charge Blade,5,0,,,,,
6667,Squaliarmada,Squaliarmada,Squaliarmada,Armada escuala,Squaliarmada,スクアリーアルマード,Weapon,Charge Blade,6,0,,,,,
6668,Serrated Glace,Serrated Glace,Serrated Glace,Glaseado aserrado,Glace volgente,ギア・グラース,Weapon,Charge Blade,8,0,,,,,
6669,Trios Tristesse,Trios Tristesse Final,Trios Tristesse Final,Tristeza de Trios,Trios Tristesse,ザ・ボア・ファナー,Weapon,Charge Blade,9,0,,,,,
6670,The Haboob,The Haboob,The Haboob,Habub,Haboob,ハブーブ,Weapon,Charge Blade,8,0,,,,,
6671,Desert Rose,Desert Rose Final,Desert Rose Final,Rosa del desierto,Rosa del deserto,デザートローズ,Weapon,Charge Blade,9,0,,,,,
6672,Elendskraft,Elendskraft,Elendskraft,Pena,Elendskraft,フォースofフォール,Weapon,Charge Blade,3,0,,,,,
6673,Leidenskraft,Leidenskraft,Leidenskraft,Miseria,Leidenskraft,フォースofルイン,Weapon,Charge Blade,4,0,,,,,
6674,Unheilskraft,Unheilskraft,Unheilskraft,Calamidad,Unheilskraft,フォースofカタストル,Weapon,Charge Blade,5,0,,,,,
6675,L'Oppresseur,L'Oppresseur,L'Oppresseur,Opresor,L'Oppresseur,THEサプレッション,Weapon,Charge Blade,7,0,,,,,
6676,L'Essor,L'Essor,L'Essor,Desarrollo,L'Essor,THEブースト,Weapon,Charge Blade,9,0,,,,,
6677,Le Salut,Le Salut Final,Le Salut Final,Salud,Le Salut,THEセイヴァー,Weapon,Charge Blade,10,0,,,,,
6678,Permanence,Permanence,Permanence,Imperecedera,Permanenza,八咫盾斧,Weapon,Charge Blade,4,0,,,,,
6679,Izanami,Izanami,Izanami,Izanami,Izanami,豪盾斧【伊邪那美】,Weapon,Charge Blade,7,0,,,,,
6680,Kyusen,Kyusen,Kyusen,Kyusen,Kyusen,九泉盾斧,Weapon,Charge Blade,9,0,,,,,
6681,Watatsumi,Watatsumi Final,Watatsumi Final,Watatsumi,Watatsumi,豪溜盾斧【綿津見】,Weapon,Charge Blade,10,0,,,,,
6682,Dios Strongarm,Dios Strongarm,Dios Strongarm,Arma de Dios,Forza Dios,ディオスアームズ,Weapon,Charge Blade,4,0,,,,,
6683,Demolition C. Blade,Demolition C. Blade,Demolition C. Blade,Hacha c. demoledora,Spad. car. demolente,爆砕の盾斧,Weapon,Charge Blade,6,0,,,,,
6684,Fulgent Demolisher,Fulgent Demolisher,Fulgent Demolisher,Demoledor fulgente,Demolitore fulgido,破岩盾斧イフルゼント,Weapon,Charge Blade,9,0,,,,,
6685,Lightbreak C. Blade,Lightbreak C. Blade Final,Lightbreak C. Blade Final,Hacha c. parteluz,Spad. car. d'alba,砕光の盾斧,Weapon,Charge Blade,10,0,,,,,
6686,Arachnoscale,Arachnoscale,Arachnoscale,Aracnoscala,Aracnosquama,アラクネスケイル,Weapon,Charge Blade,4,0,,,,,
6687,Arachnoscale+,Arachnoscale+,Arachnoscale+,Aracnoscala+,Aracnosquama+,アラクネスケイル改,Weapon,Charge Blade,6,0,,,,,
6688,Arachnoscythe,Arachnoscythe,Arachnoscythe,Aracnoguadaña,Aracnofalce,アラクネサイズ,Weapon,Charge Blade,8,0,,,,,
6689,Belobog's Scythe,Belobog's Scythe Final,Belobog's Scythe Final,Guadaña Belobog,Falce Belobog,ベロボーグサイズ,Weapon,Charge Blade,9,0,,,,,
6690,Schwarzschlum,Schwarzschlum,Schwarzschlum,Schwarzschlum,Schwarzschlum,シュバルツシュラー,Weapon,Charge Blade,9,0,,,,,
6691,Schwarzschlum+,Schwarzschlum+,Schwarzschlum+,Schwarzschlum+,Schwarzschlum+,シュバルツシュラー改,Weapon,Charge Blade,9,0,,,,,
6692,Chernobog's Scythe,Chernobog's Scythe Final,Chernobog's Scythe Final,Guadaña Chernobog,Falce Chenobog,チェルノボグサイズ,Weapon,Charge Blade,9,0,,,,,
6693,Schildsect,Schildsect,Schildsect,Schildsecto,Scildsetto,シルトインセクト,Weapon,Charge Blade,4,0,,,,,
6694,Schildsect+,Schildsect+,Schildsect+,Schildsecto+,Scildsetto+,シルトインセクト改,Weapon,Charge Blade,6,0,,,,,
6695,Galvanisect,Galvanisect,Galvanisect,Galvanisecto,Galvaninsetto,イクサイトインセクト,Weapon,Charge Blade,8,0,,,,,
6696,Dominisect,Dominisect,Dominisect,Dominisecto,Domininsetto,ドミナスインセクト,Weapon,Charge Blade,9,0,,,,,
6697,Maximinsect,Maximinsect Final,Maximinsect Final,Maximinsecto,Maximinsetto,マキシマムインセクト,Weapon,Charge Blade,9,0,,,,,
6698,Aslat Charger,Aslat Charger,Aslat Charger,Carga oblicua,Carica Aslat,アスラトアルマイサ,Weapon,Charge Blade,6,0,,,,,
6699,Aslat Charger+,Aslat Charger+,Aslat Charger+,Carga oblicua+,Carica Aslat+,アスラトアルマイサ改,Weapon,Charge Blade,7,0,,,,,
6700,Seditious C. Blade,Seditious C. Blade,Seditious C. Blade,Hacha c. insurrecta,Spad. car. sediziosa,叛逆の盾斧,Weapon,Charge Blade,9,0,,,,,
6701,Garuda Sedition,Garuda Sedition Final,Garuda Sedition Final,Rebelión de Garuda,Sedizione Garuda,叛逆盾斧ガルレギオン,Weapon,Charge Blade,10,0,,,,,
6702,Deceadeus,Deceadeus,Deceadeus,Deceadeus,Deceadeus,ナバルクラノス,Weapon,Charge Blade,6,0,,,,,
6703,Heroic Deceadeus,Heroic Deceadeus,Heroic Deceadeus,Deceadeus heroico,Deceadeus eroico,ヒロイックザンナバル,Weapon,Charge Blade,7,0,,,,,
6704,Ceadeus Regalia,Ceadeus Regalia Final,Ceadeus Regalia Final,Ceadeus Regalia,Regalia Ceadeus,海王器ナバルレガリア,Weapon,Charge Blade,10,0,,,,,
6705,Daora's Casca,Daora's Casca,Daora's Casca,Casca de Daora,Casca Daora,ダオラ＝カスカ,Weapon,Charge Blade,7,0,,,,,
6706,Daora's Thwartoise,Daora's Thwartoise Final,Daora's Thwartoise Final,Tortuga de Daora,Schiantuggine Daora,ダオラ＝ゲンム,Weapon,Charge Blade,10,0,,,,,
6707,Teostra's Striker,Teostra's Striker,Teostra's Striker,Artillero Teostra,Cannoniera Teostra,テオ＝ストライカー,Weapon,Charge Blade,7,0,,,,,
6708,Teostra's Nova,Teostra's Nova Final,Teostra's Nova Final,Nova de Teostra,Nova Teostra,テオ＝ノーヴァ,Weapon,Charge Blade,10,0,,,,,
6709,Bebladed Implement,Bebladed Implement,Bebladed Implement,Instrumento afilado,Strumento affilato,凶刃を纏いし戦具,Weapon,Charge Blade,7,0,,,,,
6710,Machina Razer,Machina Razer,Machina Razer,Máquina demoledora,Distruttore meccanico,星火燎原の装機マキナ,Weapon,Charge Blade,7,0,,,,,
6711,Adélie the Savior,Adélie the Savior,Adélie the Savior,"Adélie, la Salvadora",Adelia la Salvatrice,解放王アデルマキナ,Weapon,Charge Blade,9,0,,,,,
6712,Dalamadur C. Blade,Dalamadur C. Blade,Dalamadur C. Blade,Hacha c. Dalamadur,Spad. car. Dalamadur,帝盾斧ダラカルテリア,Weapon,Charge Blade,10,0,,,,,
6713,Patient Dalamadur,Patient Dalamadur Final,Patient Dalamadur Final,Dalamadur paciente,Dalamadur paziente,蛇盾斧ゲドルマデュラ,Weapon,Charge Blade,10,0,,,,,
6714,Akantor C. Blade,Akantor C. Blade,Akantor C. Blade,Hacha c. de Akantor,Spad. car. Akantor,覇盾斧エンカムトルム,Weapon,Charge Blade,7,0,,,,,
6715,Akantor Severance,Akantor Severance Final,Akantor Severance Final,Finiquito Akantor,Lacerazione Akantor,覇断斧クーネエンカム,Weapon,Charge Blade,10,0,,,,,
6716,Fatalis Charger,Fatalis Charger,Fatalis Charger,Filo del drag. negro,Carica drago nero,黒龍盾斧,Weapon,Charge Blade,7,0,,,,,
6717,True Fatalis Charger,True Fatalis Charger Final,True Fatalis Charger Final,Filo de Fatalis real,Carica drago ebano,真・黒龍盾斧,Weapon,Charge Blade,10,0,,,,,
6718,Ruiner Reaver,Ruiner Reaver,Ruiner Reaver,Cólera del dr. negro,Flagello drago nero,黒滅龍盾斧,Weapon,Charge Blade,7,0,,,,,
6719,True Ruiner Reaver,True Ruiner Reaver Final,True Ruiner Reaver Final,Ora drag. negro real,Flagello drago ebano,真・黒滅龍盾斧,Weapon,Charge Blade,10,0,,,,,
6720,Diablos Strongarm,Diablos Strongarm,Diablos Strongarm,Arma del diablo,Forza di Diablos,ブロスアームズ,Weapon,Charge Blade,9,0,,,,,
6721,Cera Cediment,Cera Cediment Final,Cera Cediment Final,Sedimento cerámico,Sedimento cerato,角王盾斧ジオブロス,Weapon,Charge Blade,9,0,,,,,
6722,Elends/Essor,Elends/Essor Final,Elends/Essor Final,Elends/Desarrollo,Elends-Essor,ブーストorフォール,Weapon,Charge Blade,9,0,,,,,
6723,Demonlord C. Blade,Demonlord C. Blade,Demonlord C. Blade,Hacha c. demoníaca,Sp. car. arcidemone,鬼神盾斧【夜叉】,Weapon,Charge Blade,9,0,,,,,
6724,Demonlord Supersurge,Demonlord Supersurge Final,Demonlord Supersurge Final,Arrebato demoníaco,Picco arcidemone,鬼神盾斧【金剛夜叉】,Weapon,Charge Blade,10,0,,,,,
6725,Eldaora Casca,Eldaora Casca Final,Eldaora Casca Final,Eldaora Casca,Casca Eldaora,エルダオル＝カスカ,Weapon,Charge Blade,10,0,,,,,
6726,Forbidden Coffin,Forbidden Coffin,Forbidden Coffin,Ataúd prohibido,Sepolcro proibito,禁じられた棺,Weapon,Charge Blade,10,0,,,,,
6727,Promised Nadir,Promised Nadir Final,Promised Nadir Final,Nadir prometido,Nadir promesso,代償のネイディア,Weapon,Charge Blade,10,0,,,,,
6728,Fatalis Mien,Fatalis Mien Final,Fatalis Mien Final,Aspecto de Fatalis,Incarnazione Fatalis,ミラアンセスブロウ,Weapon,Charge Blade,10,0,,,,,
6729,Starlight Axe,Starlight Axe,Starlight Axe,Hacha de luz estelar,Ascia delle stelle,スタールークアクス,Weapon,Charge Blade,5,0,,,,,
6730,Grandstar Axe,Grandstar Axe Final,Grandstar Axe Final,Hacha de supernova,Ascia gran stella,グランドスターアクス,Weapon,Charge Blade,7,0,,,,,
6731,伝説Ｊアンカー,伝説Ｊアンカー,伝説Ｊアンカー,伝説Ｊアンカー,伝説Ｊアンカー,伝説Ｊアンカー,Weapon,Charge Blade,5,0,,,,,
