_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
4975,Legs,100,,-5,-5,-5,-5,-5,Both,Blade,0
4976,Head,55,,-4,-4,-4,-4,-4,Both,Gunner,0
4977,Body,55,,-4,-4,-4,-4,-4,Both,Gunner,0
4978,Arms,55,,-4,-4,-4,-4,-4,Both,Gunner,0
4979,Waist,55,,-4,-4,-4,-4,-4,Both,Gunner,0
4980,Legs,55,,-4,-4,-4,-4,-4,Both,Gunner,0
4981,Head,88,,-3,0,-5,4,0,Both,Blade,3
4982,Body,88,,-3,0,-5,4,0,Both,Blade,1
4983,Arms,88,,-3,0,-5,4,0,Both,Blade,0
4984,Waist,88,,-3,0,-5,4,0,Both,Blade,0
4985,Legs,88,,-3,0,-5,4,0,Both,Blade,3
4986,Head,47,,-2,0,-4,5,0,Both,Gunner,3
4987,Body,47,,-2,0,-4,5,0,Both,Gunner,1
4988,Arms,47,,-2,0,-4,5,0,Both,Gunner,0
4989,Waist,47,,-2,0,-4,5,0,Both,Gunner,0
4990,Legs,47,,-2,0,-4,5,0,Both,Gunner,3
4991,Head,110,,2,1,-7,-1,-3,Both,Blade,1
4992,Body,110,,2,1,-7,-1,-3,Both,Blade,1
4993,Arms,110,,2,1,-7,-1,-3,Both,Blade,1
4994,Waist,110,,2,1,-7,-1,-3,Both,Blade,1
4995,Legs,110,,2,1,-7,-1,-3,Both,Blade,1
4996,Head,64,,3,2,-6,0,-2,Both,Gunner,1
4997,Body,64,,3,2,-6,0,-2,Both,Gunner,1
4998,Arms,64,,3,2,-6,0,-2,Both,Gunner,1
4999,Waist,64,,3,2,-6,0,-2,Both,Gunner,1
5000,Legs,64,,3,2,-6,0,-2,Both,Gunner,1
